Date,Region,Season,Weather_Condition,Area,Area size (km^2),Transect,Personel/Observers,Recorder,Start time,GPS Start E,GPS Start N,GPS End E,GPS End N,End time,Time Frame,Transect length,Time,ALT,GPSE,GPSN,Species,sighting distance,Sighting angle,Transect bearing,Adjusted angles,Perpendicular distance,AbsoluteDistance,Group size,Adult male,Adult females,Juveniles,chicks,Habitat,Activity,Habitat type
29/6/2014,WESTGATE,June- Dry,Dry,WG,,WG/006a,PETER,SIMON,11:14AM,44674,3721235,44386,3723209,11:43AM,,4,9:50AM,1057,44652,37227337,OS,173,200,92,108,160.34,160.34,1,1,,,,2,H,Partially protected
29/6/2014,WESTGATE,June- Dry,Dry,WG,,WG/007a,SIMON,PETER,10:33AM,45652,3721059,45391,3718917,10:59AM,,4,11:03AM,1067,45758,3719544,OS,11,187,272,85,-1.94,1.94,1,1,,,,3,H,Partially protected
29/6/2014,WESTGATE,June- Dry,Dry,WG,,WG/008a,PETER,SIMON,12:20PM,47441,3720007,47625,3717862,12;51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
29/6/2014,WESTGATE,June- Dry,Dry,WG,,WG/009a,SIMON,PETER,11:03AM,49236,3718986,49775,3717459,11:37AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/7/2014,WESTGATE,July-Dry,Dry,NG,,WG/002,SIMON,PETER,9:40AM,52230,3719027,52077,3721175,10:12AM,,4,,,,,,,,106,106,0,0,,,,,,,,Partially protected
12/7/2014,WESTGATE,July-Dry,Dry,NG,,WG/003b,PETER,SIMON,10:38AM,50197,3718571,49867,3720703,11:06AM,,4,12:14PM,1168,51954,3719295,,53,287,262,25,-7.01,7.01,4,1,3,,,2,,Partially protected
12/7/2014,WESTGATE,July-Dry,Dry,NG,,WG/003b,PETER,SIMON,10:38AM,50197,3718571,49867,3720703,11:06AM,,4,10:57AM,1110,50040,3719711,,117,160,262,102,116.39,116.39,1,1,,,,2,,Partially protected
15/7/2014,WESTGATE,July-Dry,Dry,NG,,WG/004b,SIMON,PETER,9:41AM,48303,3719422,48577,3721560,10:13AM,,2,,,,,,,,,,,,,,,,,,,Partially protected
15/7/2014,WESTGATE,July-Dry,Dry,NG,,WG/005b,PETER,SIMON,10:42AM,46560,3720478,46853,3721513,10:57AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
15/7/2014,WESTGATE,July-Dry,Dry,NG,,WG/006b,PETER,SIMON,11:14AM,44674,3721235,44386,3723209,11:43AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
24/11/2014,WESTGATE,July-Dry,Dry,WG,,WG/007b,SIMON,PETER,10:33AM,45652,3721059,45391,3718917,10:59AM,,4,11:02AM,,45306,3719471,,88,174,272,98,-50.46,50.46,6,3,3,,,3,H,Partially protected
24/11/2014,WESTGATE,July-Dry,Dry,WG,,WG/007b,SIMON,PETER,10:33AM,45652,3721059,45391,3718917,10:59AM,,4,11:01AM,1043,45306,3719471,,88,240,272,32,48.53,48.53,3,1,2,,,3,,Partially protected
19/7/2014,WESTGATE,July-Dry,Dry,WG,,WG/008b,PETER,SIMON,12:20PM,47441,3720007,47625,3717862,12;51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
18/7/2014,WESTGATE,July-Dry,Dry,WG,,WG/009b,SIMON,PETER,11:03AM,49236,3718986,49775,3717459,11:37AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
4/9/2014,WESTGATE,Sept-Dry,Dry,NG,,WG/002c,SIMON,PETER,11:24AM,52230,3719027,52077,3721175,11:57AM,,4,11:49AM,1181,52074,3721150,Ostr,184,340,106,234,183.78,183.78,1,,1,,,4,H,Partially protected
5/9/2014,WESTGATE,Sept-Dry,Dry,NG,,WG/003c,PETER,SIMON,12:19PM,50197,3718571,49867,3720703,12:45PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
5/9/2014,WESTGATE,Sept-Dry,Dry,NG,,WG/004c,SIMON,PETER,10:13AM,48303,3719422,48577,3721560,10:58AM,,2,10:56AM,1093,48577,371560,Ostr,98,160,95,65,81.03,81.03,1,1,,,,4,H,Partially protected
6/9/2014,WESTGATE,Sept-Dry,Dry,NG,,WG/005c,PETER,SIMON,1:16PM,46560,3720478,46853,3721513,1:39PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
6/9/2014,WESTGATE,Sept-Dry,Dry,NG,,WG/006c,PETER,SIMON,9:35AM,44674,3721235,44386,3723209,9:56AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
8/9/2014,WESTGATE,Sept-Dry,Dry,WG,,WG/007c,SIMON,PETER,9:38AM,45652,3721059,45391,3718917,10:58AM,,4,10:27AM,,,,Ostr,200,120,272,152,186.66,186.66,13,8,5,,,3,,Partially protected
8/9/2014,WESTGATE,Sept-Dry,Dry,WG,,WG/007c,SIMON,PETER,3:13PM,45652,3721059,45391,3718917,3:32PM,,4,3:13AM,1060,45709,3719431,Ostr,170,240,272,32,93.74,93.74,1,,1,,,4,,Partially protected
9/9/2014,WESTGATE,Sept-Dry,Dry,WG,,WG/008c,PETER,SIMON,10:50AM,47441,3720007,47625,3717862,11:09AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
8/9/2014,WESTGATE,Sept-Dry,Dry,WG,,WG/009c,SIMON,PETER,10:18AM,49236,3718986,49775,3717459,10:52AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
18/11/2014,WESTGATE,Nov-Wet,Wet,NG,,WG/002d,SIMON,PETER,9:40AM,52230,3719027,52077,3721175,10:12AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
18/11/2014,WESTGATE,Nov-Wet,Wet,NG,,WG/003d,PETER,SIMON,10:38AM,50197,3718571,49867,3720703,11:06AM,,4,10:38AM,1115,50111,3719406,ost,80,192,262,70,61.91,61.91,13,2,6,5,,1,,Partially protected
18/11/2015,WESTGATE,Nov-Wet,Wet,NG,,WG/004d,SIMON,PETER,9:41AM,48303,3719422,48577,3721560,10:13AM,,2,,,,,,,,,,,,,,,,,,,Partially protected
20/11/2014,WESTGATE,Nov-Wet,Wet,NG,,WG/005d,PETER,SIMON,10:42AM,46560,3720478,46853,3721513,10:57AM,,4,10:23AM,1057,46683,3721463,0st,42,144,71,73,-28.42,28.42,2,1,1,,,4,H,Partially protected
20/11/2014,WESTGATE,Nov-Wet,Wet,NG,,WG/006d,PETER,SIMON,11:14AM,44674,3721235,44386,3723209,11:43AM,,4,11:03AM,1044,44529,3723154,ost,42,160,92,68,-37.71,37.71,1,1,,,,4,H,Partially protected
22/11/2014,WESTGATE,Nov-Wet,Wet,WG,,WG/007d,SIMON,PETER,10:33AM,45652,3721059,45391,3718917,10:59AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
24/11/2014,WESTGATE,Nov-Wet,Wet,WG,,WG/008d,PETER,SIMON,12:20PM,47441,3720007,47625,3717862,12;51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
24/11/2014,WESTGATE,Nov-Wet,Wet,WG,,WG/009d,SIMON,PETER,11:03AM,49236,3718986,49775,3717459,11:37AM,,4,11:22AM,1122,45535,3718480,ost,59,352,262,90,52.75,52.75,1,1,,,,3,H,Partially protected
21/12/2015,WESTGATE,Dec-Wet,Wet,WG,,WG/002e,SIMON,PETER,9:40AM,52230,3719027,52077,3721175,10:12AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
21/12/2015,WESTGATE,Dec-Wet,Wet,WG,,WG/003e,PETER,SIMON,10:38AM,50197,3718571,49867,3720703,11:06AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
22/12/2015,WESTGATE,Dec-Wet,Wet,WG,,WG/004e,SIMON,PETER,9:41AM,48303,3719422,48577,3721560,10:13AM,,2,,,,,,,,,,,,,,,,,,,Partially protected
13/12/2014,WESTGATE,Dec-Wet,Wet,WG,,WG/005e,PETER,SIMON,10:42AM,46560,3720478,46853,3721513,10:57AM,,4,10:50AM,1074,3720920,466812,OS,110,2,71,69,-12.63,12.63,11,4,7,,,2,H,Partially protected
13/12/2015,WESTGATE,Dec-Wet,Wet,WG,,WG/006e,PETER,SIMON,11:14AM,44674,3721235,44386,3723209,11:43AM,,4,11:21AM,1054,3721858,44524,OS,200,62,92,30,-197.61,197.61,2,2,,,,3,H,Partially protected
14/12/2014,WESTGATE,Dec-Wet,Wet,WG,,WG/007e,SIMON,PETER,10:33AM,45652,3721059,45391,3718917,10:59AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/12/2014,WESTGATE,Dec-Wet,Wet,WG,,WG/008e,PETER,SIMON,12:20PM,47441,3720007,47625,3717862,12;51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/12/2014,WESTGATE,Dec-Wet,Wet,WG,,WG/009e,SIMON,PETER,11:03AM,49236,3718986,49775,3717459,11:37AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
11/3/2015,WESTGATE,Feb-Dry,Dry,NG,,WG/002f,SIMON,PETER,9:40AM,52230,3719027,52077,3721175,10:12AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
11/3/2015,WESTGATE,Feb-Dry,Dry,NG,,WG/003f,PETER,SIMON,10:38AM,50197,3718571,49867,3720703,11:06AM,,4,10:53AM,1121,50120,3719131,OST,104,350,262,88,3.68,3.68,7,2,5,,,3,H,Partially protected
11/3/2015,WESTGATE,Feb-Dry,Dry,NG,,WG/004f,SIMON,PETER,9:41AM,48303,3719422,48577,3721560,10:13AM,,2,,,,,,,,,,,,,,,,,,,Partially protected
11/3/2015,WESTGATE,Feb-Dry,Dry,NG,,WG/005f,PETER,SIMON,10:42AM,46560,3720478,46853,3721513,10:57AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/3/2015,WESTGATE,Feb-Dry,Dry,NG,,WG/006f,PETER,SIMON,11:14AM,44674,3721235,44386,3723209,11:43AM,,4,11:21AM,1024,44524,3721858,OST,151,111,92,19,22.63,22.63,4,3,1,,,3,H,Partially protected
12/3/2015,WESTGATE,Feb-Dry,Dry,WG,,WG/007f,SIMON,PETER,10:33AM,45652,3721059,45391,3718917,10:59AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/3/2015,WESTGATE,Feb-Dry,Dry,WG,,WG/008f,PETER,SIMON,12:20PM,47441,3720007,47625,3717862,12;51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
13/3/2015,WESTGATE,Feb-Dry,Dry,WG,,WG/009f,SIMON,PETER,11:03AM,49236,3718986,49775,3717459,11:37AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
21/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/002g,SIMON,PETER,9:40AM,52230,3719027,52077,3721175,10:12AM,,4,10:03AM,1071,52034,3721047,OS,123,211,106,105,-119.38,119.38,37,5,27,5,,2,H,Partially protected
21/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/003g,PETER,SIMON,10:38AM,50197,3718571,49867,3720703,11:06AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
22/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/004g,SIMON,PETER,9:41AM,48303,3719422,48577,3721560,10:13AM,,2,,,,,,,,,,,,,,,,,,,Partially protected
13/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/005g,PETER,SIMON,10:42AM,46560,3720478,46853,3721513,10:57AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
13/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/006g,PETER,SIMON,11:14AM,44674,3721235,44386,3723209,11:43AM,,4,11:11AM,1058,44534,3721845,OS,134,62,92,30,-132.4,132.4,2,2,0,0,,3,H,Partially protected
14/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/007g,SIMON,PETER,10:33AM,45652,3721059,45391,3718917,10:59AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/008g,PETER,SIMON,12:20PM,47441,3720007,47625,3717862,12;51PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
14/4/2015,WESTGATE,April-Wet,Wet,WG,,WG/009g,SIMON,PETER,11:03AM,49236,3718986,49775,3717459,11:37AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
7/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/002h,SIMON,PETER,8:18M,52230,3719027,52077,3721175,8:56AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
8/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/003h,PETER,SIMON,8:55AM,50197,3718571,49867,3720703,9:28AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
7/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/004h,SIMON,PETER,9:18AM,48303,3719422,48577,3721560,9:44AM,,2,,,,,,,,,,,,,,,,,,,Partially protected
8/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/005h,PETER,SIMON,9:49 AM,46560,3720478,46853,3721513,10:11 AM,,4,10:01AM,1112,46741,37218617,OST,30,98,71,27,28.69,28.69,32,3,25,4,4,,,Partially protected
12/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/006h,PETER,SIMON,10:24AM,44674,3721235,44386,3723209,10:44AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/007h,SIMON,PETER,9:14 AM,45652,3721059,45391,3718917,10:02 AM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/008h,PETER,SIMON,19:08 PM,47441,3720007,47625,3717862,12:43PM,,4,,,,,,,,,,,,,,,,,,,Partially protected
12/5/2015,WESTGATE,May-Wet,Wet,WG,,WG/009h,SIMON,PETER,8:48 AM,49236,3718986,49775,3717459,8:59 AM,,4,8:48AM,1137,49404,3718894,OST,70,122,262,140,68.62,68.62,2,1,1,,3,,,Partially protected
