Date,Region,Season,Weather_Condition,Area,Transect,Personel/Observers,Recorder,Start time,GPS Start E,GPS Start N,GPS End E,GPS End N,End time,Transect length,Time,ALT,GPSE,GPSN,Species,sighting distance,Sighting angle,Transect bearing,Adjusted angles,Perpendicular distance,AbsoluteDistance,Group size,Adult male,Adult females,Juveniles,chicks,Habitat,Activity,Habitat type
4/21/2015,WESTGATE,April-Wet,Wet,WG,WG/003g,PETER,SIMON,10:38:00,50197,3718571,49867,3720703,16:11:00,4,,,,,,,,,,,,,,,,,,,Partially protected
5/7/2015,WESTGATE,May-Wet,Wet,WG,WG/004h,SIMON,PETER,9:18:00,48303,3719422,48577,3721560,16:11:00,2,,,,,,,,,,,,,,,,,,,Partially protected
11/20/2014,WESTGATE,Nov-Wet,Wet,NG,WG/005d,PETER,SIMON,10:42:00,46560,3720478,46853,3721513,16:30:00,4,10:23:00,1057,46683,3721463,0st,42,144,71,73,-28.42,28.42,2,1,1,,,4,H,Partially protected
3/11/2015,WESTGATE,Feb-Dry,Dry,NG,WG/005f,PETER,SIMON,10:42:00,46560,3720478,46853,3721513,16:30:00,4,,,,,,,,,,,,,,,,,,,Partially protected
4/13/2015,WESTGATE,April-Wet,Wet,WG,WG/006g,PETER,SIMON,11:14:00,44674,3721235,44386,3723209,16:30:00,4,11:11:00,1058,44534,3721845,OS,134,62,92,30,-132.4,132.4,2,2,0,0,,3,H,Partially protected
11/20/2014,WESTGATE,Nov-Wet,Wet,NG,WG/006d,PETER,SIMON,11:14:00,44674,3721235,44386,3723209,17:11:00,4,11:03:00,1044,44529,3723154,ost,42,160,92,68,-37.71,37.71,1,1,,,,4,H,Partially protected
3/12/2015,WESTGATE,Feb-Dry,Dry,NG,WG/006f,PETER,SIMON,11:14:00,44674,3721235,44386,3723209,17:11:00,4,11:21:00,1024,44524,3721858,OST,151,111,92,19,22.63,22.63,4,3,1,,,3,H,Partially protected
4/13/2015,WESTGATE,April-Wet,Wet,WG,WG/005g,PETER,SIMON,10:42:00,46560,3720478,46853,3721513,17:11:00,4,,,,,,,,,,,,,,,,,,,Partially protected
4/14/2015,WESTGATE,April-Wet,Wet,WG,WG/007g,SIMON,PETER,10:33:00,45652,3721059,45391,3718917,17:11:00,4,,,,,,,,,,,,,,,,,,,Partially protected
11/22/2014,WESTGATE,Nov-Wet,Wet,WG,WG/007d,SIMON,PETER,10:33:00,45652,3721059,45391,3718917,17:45:00,4,,,,,,,,,,,,,,,,,,,Partially protected
3/12/2015,WESTGATE,Feb-Dry,Dry,WG,WG/007f,SIMON,PETER,10:33:00,45652,3721059,45391,3718917,17:45:00,4,,,,,,,,,,,,,,,,,,,Partially protected
4/14/2015,WESTGATE,April-Wet,Wet,WG,WG/008g,PETER,SIMON,12:20:00,47441,3720007,47625,3717862,17:45:00,4,,,,,,,,,,,,,,,,,,,Partially protected
4/22/2015,WESTGATE,April-Wet,Wet,WG,WG/004g,SIMON,PETER,9:41:00,48303,3719422,48577,3721560,18:05:00,2,,,,,,,,,,,,,,,,,,,Partially protected
5/8/2015,WESTGATE,May-Wet,Wet,WG,WG/005h,PETER,SIMON,9:49:00,46560,3720478,46853,3721513,18:05:00,4,10:01:00,1112,46741,37218617,OST,30,98,71,27,28.69,28.69,32,3,25,4,4,,,Partially protected
,MEIBEI,Sept-Dry,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partially protected
